"","TEAM_ABBREVIATION","ADV_TEAM_ABREVIATION","START_POSITION","MIN","FGM","FGA","FG3M","FG3A","FTM","FTA","OREB","DREB","AST","STL","BLK","TO","PF","PTS","PLUS_MINUS","RCK","WIN"
"2898","OKC","DEN","Forward",1588,5,7,1,2,3,3,0,1,2,1,0,2,3,14,-19,"NoRookie","Lose"
"2899","OKC","DEN","Forward",1776,1,13,1,7,4,4,0,4,2,1,0,3,1,7,-12,"NoRookie","Lose"
"2900","OKC","DEN","Center",1845,9,15,0,0,0,2,6,8,0,0,2,1,4,18,-10,"NoRookie","Lose"
"2901","OKC","DEN","Guard",2026,5,8,0,2,5,6,0,4,10,4,0,3,2,15,-9,"NoRookie","Lose"
"2902","OKC","DEN","Not Started",1971,8,17,4,8,2,2,0,5,4,0,0,3,3,22,7,"NoRookie","Lose"
"2903","OKC","DEN","Not Started",1035,1,2,0,0,2,2,1,2,0,1,0,1,4,4,2,"NoRookie","Lose"
"2904","OKC","DEN","Not Started",648,1,3,0,2,0,0,0,1,0,0,0,0,1,2,3,"NoRookie","Lose"
"2906","DEN","OKC","Forward",1748,7,14,1,3,3,4,3,3,1,2,0,1,4,18,7,"NoRookie","Win"
"2907","DEN","OKC","Forward",1902,4,8,0,2,5,6,1,3,1,1,1,2,4,13,16,"NoRookie","Win"
"2908","DEN","OKC","Center",2093,11,14,3,6,3,4,1,13,12,1,0,3,2,28,15,"NoRookie","Win"
"2909","DEN","OKC","Guard",2175,5,14,1,4,0,0,1,1,5,0,0,2,3,11,13,"NoRookie","Win"
"2910","DEN","OKC","Guard",1966,6,15,1,6,1,2,0,5,7,1,0,2,2,14,19,"NoRookie","Win"
"2911","DEN","OKC","Not Started",1353,3,3,0,0,1,1,0,1,1,0,0,2,0,7,-12,"NoRookie","Win"
"2912","DEN","OKC","Not Started",787,1,2,0,0,0,0,1,3,3,0,1,2,1,2,-7,"NoRookie","Win"
"2913","DEN","OKC","Not Started",715,3,6,0,2,2,4,2,2,0,0,0,1,1,8,-3,"NoRookie","Win"
"2917","OKC","DEN","Guard",2264,7,13,0,1,2,2,0,4,3,0,0,2,4,16,-5,"Rookie","Lose"
"2918","OKC","DEN","Not Started",747,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,"Rookie","Lose"
"2919","OKC","DEN","Not Started",500,1,2,0,0,2,2,0,0,0,0,1,0,1,4,3,"Rookie","Lose"
"2920","DEN","OKC","Not Started",1398,3,7,1,3,2,2,1,3,0,1,0,0,5,9,-3,"Rookie","Win"
"2921","DEN","OKC","Not Started",263,0,2,0,1,0,0,0,0,0,0,1,0,1,0,-5,"Rookie","Win"
"2922","DET","HOU","Forward",1945,4,7,3,6,4,4,0,5,0,1,1,0,1,15,1,"NoRookie","Win"
"2923","DET","HOU","Forward",920,0,7,0,3,2,2,1,1,2,0,0,1,0,2,4,"NoRookie","Win"
"2924","DET","HOU","Center",1509,1,4,0,0,2,2,3,3,1,0,2,1,3,4,8,"NoRookie","Win"
"2925","DET","HOU","Guard",2063,6,13,4,7,6,6,0,7,3,0,1,2,2,22,8,"NoRookie","Win"
"2926","DET","HOU","Not Started",1618,10,21,0,4,0,0,2,2,12,0,0,2,2,20,-6,"NoRookie","Win"
"2927","DET","HOU","Not Started",1306,4,8,0,3,3,5,2,10,1,0,1,1,0,11,0,"NoRookie","Win"
"2928","DET","HOU","Not Started",1260,4,7,2,4,0,0,0,1,0,0,0,0,1,10,7,"NoRookie","Win"
"2929","DET","HOU","Not Started",1643,6,13,3,6,0,0,3,5,2,1,0,5,1,15,4,"NoRookie","Win"
"2932","HOU","DET","Forward",2016,4,11,1,3,0,1,3,4,0,1,0,2,2,9,-14,"NoRookie","Lose"
"2933","HOU","DET","Forward",2452,1,8,1,7,0,0,1,3,3,1,0,2,2,3,-18,"NoRookie","Lose"
"2934","HOU","DET","Center",2123,6,13,0,0,0,1,4,15,1,1,3,0,2,12,-6,"NoRookie","Lose"
"2935","HOU","DET","Guard",1986,4,8,1,4,4,6,0,0,0,3,0,1,3,13,-10,"NoRookie","Lose"
"2936","HOU","DET","Guard",2308,14,33,4,13,7,8,2,4,7,1,0,4,4,39,-11,"NoRookie","Lose"
"2937","HOU","DET","Not Started",1707,6,14,1,4,1,2,0,5,5,0,2,0,2,14,9,"NoRookie","Lose"
"2941","DET","HOU","Guard",1838,6,9,0,1,4,6,0,10,6,4,1,2,4,16,10,"Rookie","Win"
"2942","DET","HOU","Not Started",298,0,3,0,3,0,0,0,0,0,0,0,0,1,0,4,"Rookie","Win"
"2943","HOU","DET","Not Started",831,0,3,0,3,0,0,1,0,2,0,1,0,2,0,4,"Rookie","Lose"
"2944","HOU","DET","Not Started",977,6,12,5,11,0,0,0,4,0,2,2,2,2,17,6,"Rookie","Lose"
"2945","CLE","MIL","Forward",1380,3,11,2,4,0,0,0,4,2,0,0,3,3,8,-21,"NoRookie","Lose"
"2946","CLE","MIL","Forward",1554,4,10,2,4,2,3,1,9,4,1,0,3,0,12,-35,"NoRookie","Lose"
"2947","CLE","MIL","Center",1646,6,11,0,0,0,0,7,2,2,1,1,1,2,12,-35,"NoRookie","Lose"
"2948","CLE","MIL","Not Started",733,2,5,1,3,0,0,0,0,3,0,0,1,3,5,-18,"NoRookie","Lose"
"2949","CLE","MIL","Not Started",896,3,3,2,2,0,0,1,5,1,1,1,1,2,8,17,"NoRookie","Lose"
"2950","CLE","MIL","Not Started",1093,5,9,3,6,0,0,0,0,3,2,0,1,0,13,7,"NoRookie","Lose"
"2951","CLE","MIL","Not Started",988,3,5,1,3,0,0,0,7,3,1,1,0,1,7,17,"NoRookie","Lose"
"2952","CLE","MIL","Not Started",430,1,3,1,2,1,2,0,0,1,0,0,1,0,4,3,"NoRookie","Lose"
"2953","CLE","MIL","Not Started",338,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,"NoRookie","Lose"
"2954","CLE","MIL","Not Started",338,3,3,0,0,0,0,0,2,0,0,0,0,1,6,1,"NoRookie","Lose"
"2955","MIL","CLE","Forward",1360,8,12,3,4,5,6,1,1,6,1,0,1,1,24,21,"NoRookie","Win"
"2956","MIL","CLE","Forward",1439,12,20,2,5,3,7,1,3,4,1,1,1,1,29,5,"NoRookie","Win"
"2957","MIL","CLE","Center",1631,1,4,1,3,2,2,0,4,2,0,2,0,4,5,8,"NoRookie","Win"
"2958","MIL","CLE","Guard",1043,0,3,0,3,0,0,0,4,1,3,0,0,2,0,10,"NoRookie","Win"
"2959","MIL","CLE","Not Started",1301,4,8,2,4,1,2,2,3,1,1,0,2,0,11,13,"NoRookie","Win"
"2960","MIL","CLE","Not Started",1178,2,7,1,4,1,2,0,1,0,1,0,1,0,6,0,"NoRookie","Win"
"2961","MIL","CLE","Not Started",1317,1,2,0,0,0,0,1,3,3,0,1,1,0,2,-1,"NoRookie","Win"
"2962","MIL","CLE","Not Started",1031,3,5,1,3,4,4,1,2,2,0,0,1,2,11,20,"NoRookie","Win"
"2963","MIL","CLE","Not Started",1249,7,10,1,3,1,1,2,4,1,1,1,2,1,16,9,"NoRookie","Win"
"2964","MIL","CLE","Not Started",862,2,5,2,5,0,0,0,1,0,0,0,1,2,6,-3,"NoRookie","Win"
"2965","MIL","CLE","Not Started",313,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-2,"NoRookie","Win"
"2966","MIL","CLE","Not Started",166,0,0,0,0,0,0,0,1,2,1,0,1,1,0,1,"NoRookie","Win"
"2967","CLE","MIL","Guard",1695,3,8,0,2,2,2,1,1,1,3,0,3,2,8,-26,"Rookie","Lose"
"2968","CLE","MIL","Guard",1809,4,11,2,5,0,0,1,3,5,0,0,3,0,10,0,"Rookie","Lose"
"2969","CLE","MIL","Not Started",1500,4,9,1,4,6,8,0,0,2,1,0,1,4,15,4,"Rookie","Lose"
"2970","MIL","CLE","Guard",1510,6,8,1,2,2,2,0,5,4,3,0,1,3,15,4,"Rookie","Win"
"2971","MIA","DAL","Forward",2581,8,22,1,6,10,12,1,3,7,1,0,2,2,27,7,"NoRookie","Win"
"2972","MIA","DAL","Forward",2250,7,12,0,0,4,7,2,9,10,2,2,1,4,18,15,"NoRookie","Win"
"2973","MIA","DAL","Center",945,4,7,2,5,0,0,0,4,1,0,0,0,2,10,4,"NoRookie","Win"
"2974","MIA","DAL","Not Started",1726,3,6,1,3,2,3,0,4,1,3,1,2,3,9,-6,"NoRookie","Win"
"2975","MIA","DAL","Not Started",1619,5,6,3,4,4,4,1,7,1,1,0,0,1,17,-4,"NoRookie","Win"
"2978","DAL","MIA","Forward",2217,1,3,0,1,1,2,1,5,3,1,0,0,6,3,-6,"NoRookie","Lose"
"2979","DAL","MIA","Forward",2397,7,21,3,9,5,7,3,11,2,1,2,1,4,22,0,"NoRookie","Lose"
"2980","DAL","MIA","Center",1632,3,6,1,2,1,3,2,2,2,1,0,0,1,8,-10,"NoRookie","Lose"
"2981","DAL","MIA","Guard",2508,11,22,6,14,0,0,0,5,3,0,0,3,0,28,-7,"NoRookie","Lose"
"2982","DAL","MIA","Not Started",512,0,1,0,0,0,0,1,1,2,1,0,1,1,0,-14,"NoRookie","Lose"
"2983","DAL","MIA","Not Started",1153,3,8,0,2,0,0,0,1,2,0,0,1,1,6,-1,"NoRookie","Lose"
"2984","DAL","MIA","Not Started",749,1,3,0,1,0,0,0,3,0,0,0,0,3,2,5,"NoRookie","Lose"
"2985","DAL","MIA","Not Started",780,5,11,2,5,0,0,0,2,5,0,0,0,3,12,-2,"NoRookie","Lose"
"2988","MIA","DAL","Guard",2182,3,10,3,10,0,0,0,6,1,0,0,0,2,9,-6,"Rookie","Win"
"2989","MIA","DAL","Guard",2260,5,14,3,6,0,0,0,6,4,1,0,3,4,13,9,"Rookie","Win"
"2990","MIA","DAL","Not Started",2338,4,14,3,6,8,8,1,5,2,0,0,0,0,19,1,"Rookie","Win"
"2993","DAL","MIA","Guard",100,0,1,0,1,2,2,0,1,0,0,0,1,0,2,-4,"Rookie","Lose"
"2994","DAL","MIA","Not Started",1792,7,9,2,3,1,1,1,2,3,0,1,0,3,17,5,"Rookie","Lose"
"2995","DAL","MIA","Not Started",2060,7,16,3,6,1,2,0,7,8,0,0,4,5,18,14,"Rookie","Lose"
"2996","WAS","MEM","Center",1044,1,5,0,1,2,2,2,1,1,0,1,1,3,4,-8,"NoRookie","Lose"
"2997","WAS","MEM","Guard",2036,8,23,5,13,8,12,4,6,4,4,0,6,4,29,-26,"NoRookie","Lose"
"2998","WAS","MEM","Guard",1685,6,11,1,3,1,1,1,2,4,3,0,4,0,14,-20,"NoRookie","Lose"
"2999","WAS","MEM","Not Started",1523,2,9,1,6,4,4,0,2,2,1,2,1,4,9,-9,"NoRookie","Lose"
"3001","MEM","WAS","Forward",1544,1,5,0,1,0,0,1,4,5,1,1,2,2,2,4,"NoRookie","Win"
"3002","MEM","WAS","Center",1724,3,6,0,1,0,0,5,7,0,0,2,6,3,6,11,"NoRookie","Win"
"3003","MEM","WAS","Guard",1581,10,17,2,7,5,6,1,1,3,3,0,2,5,27,6,"NoRookie","Win"
"3004","MEM","WAS","Not Started",1229,4,5,1,2,0,0,0,1,9,2,0,1,2,9,14,"NoRookie","Win"
"3005","MEM","WAS","Not Started",674,4,4,4,4,0,0,0,3,3,0,0,1,0,12,8,"NoRookie","Win"
"3006","MEM","WAS","Not Started",274,1,3,0,2,0,0,0,1,0,0,0,0,0,2,-7,"NoRookie","Win"
"3008","WAS","MEM","Forward",1569,0,3,0,1,2,2,2,1,0,0,1,1,2,2,-2,"Rookie","Lose"
"3009","WAS","MEM","Forward",1720,4,10,1,2,1,2,0,4,0,0,0,0,3,10,-18,"Rookie","Lose"
"3010","WAS","MEM","Not Started",1851,5,8,0,1,6,7,2,0,5,1,0,2,0,16,-12,"Rookie","Lose"
"3011","WAS","MEM","Not Started",1096,3,6,2,5,0,0,0,4,2,2,0,2,2,8,2,"Rookie","Lose"
"3012","WAS","MEM","Not Started",1252,5,8,3,5,1,2,0,2,3,1,0,0,4,14,4,"Rookie","Lose"
"3013","WAS","MEM","Not Started",304,1,1,1,1,0,0,0,1,0,0,0,1,0,3,-3,"Rookie","Lose"
"3014","WAS","MEM","Not Started",320,1,1,0,0,0,0,0,0,1,0,0,0,0,2,7,"Rookie","Lose"
"3016","MEM","WAS","Forward",1429,6,10,2,4,2,3,0,4,1,1,2,1,4,16,7,"Rookie","Win"
"3017","MEM","WAS","Guard",1708,5,11,1,2,7,7,0,4,5,3,1,3,0,18,4,"Rookie","Win"
"3018","MEM","WAS","Not Started",1342,2,4,0,0,3,4,1,3,4,1,0,4,5,7,13,"Rookie","Win"
"3019","MEM","WAS","Not Started",1452,11,14,1,1,2,2,0,4,0,0,0,1,2,25,18,"Rookie","Win"
"3020","MEM","WAS","Not Started",1016,1,4,0,2,2,2,0,3,2,0,1,1,1,4,-1,"Rookie","Win"
"3021","MEM","WAS","Not Started",427,0,1,0,1,0,0,1,2,0,0,0,1,0,0,8,"Rookie","Win"
"3022","LAC","CHI","Forward",1525,1,4,0,1,1,2,1,5,1,2,0,2,1,3,-25,"NoRookie","Lose"
"3023","LAC","CHI","Center",907,2,6,0,0,0,2,0,3,0,0,0,1,3,4,-18,"NoRookie","Lose"
"3024","LAC","CHI","Guard",1842,9,20,3,6,6,7,0,4,6,2,0,6,1,27,-21,"NoRookie","Lose"
"3025","LAC","CHI","Not Started",1973,9,24,0,1,12,14,4,3,0,2,3,2,2,30,15,"NoRookie","Lose"
"3026","LAC","CHI","Not Started",1449,1,4,0,2,2,2,0,4,2,2,1,0,1,4,16,"NoRookie","Lose"
"3027","LAC","CHI","Not Started",1299,3,4,2,3,3,6,2,4,0,0,0,0,0,11,23,"NoRookie","Lose"
"3030","CHI","LAC","Forward",1736,4,7,1,1,0,0,1,8,4,2,3,1,5,9,22,"NoRookie","Win"
"3031","CHI","LAC","Forward",2375,4,8,3,6,2,2,2,15,4,1,1,3,4,13,13,"NoRookie","Win"
"3032","CHI","LAC","Guard",2166,11,21,4,7,5,6,3,1,2,2,0,3,1,31,10,"NoRookie","Win"
"3033","CHI","LAC","Guard",1674,2,7,0,1,3,4,2,1,5,2,1,2,1,7,14,"NoRookie","Win"
"3034","CHI","LAC","Not Started",1213,7,12,2,5,1,2,1,3,3,1,0,3,4,17,-9,"NoRookie","Win"
"3035","CHI","LAC","Not Started",714,0,3,0,1,0,0,0,0,0,0,0,0,1,0,-7,"NoRookie","Win"
"3036","CHI","LAC","Not Started",1532,5,11,4,7,2,2,0,4,1,1,0,2,3,16,-16,"NoRookie","Win"
"3037","CHI","LAC","Not Started",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"NoRookie","Win"
"3039","LAC","CHI","Forward",1258,4,5,3,4,0,0,1,3,0,0,0,1,2,11,-16,"Rookie","Lose"
"3040","LAC","CHI","Guard",975,2,3,0,0,1,2,0,1,2,0,0,0,2,5,-16,"Rookie","Lose"
"3041","LAC","CHI","Not Started",1788,2,5,1,3,0,0,0,2,4,1,0,1,2,5,20,"Rookie","Lose"
"3042","LAC","CHI","Not Started",1384,2,5,1,2,1,1,0,3,5,0,0,2,3,6,7,"Rookie","Lose"
"3044","CHI","LAC","Center",2174,6,10,0,0,2,2,3,4,1,2,4,1,5,14,2,"Rookie","Win"
"3045","CHI","LAC","Not Started",781,1,6,0,3,0,0,0,2,1,1,0,2,1,2,-16,"Rookie","Win"
"3048","BKN","TOR","Forward",1837,6,14,1,6,0,0,0,3,4,0,0,3,4,13,-2,"NoRookie","Lose"
"3049","BKN","TOR","Forward",1803,5,14,4,9,0,0,3,7,2,1,1,2,5,14,-10,"NoRookie","Lose"
"3050","BKN","TOR","Center",1511,3,3,0,0,1,2,1,9,1,0,1,1,2,7,-12,"NoRookie","Lose"
"3051","BKN","TOR","Guard",1914,6,19,2,14,2,3,0,4,2,0,0,4,2,16,-11,"NoRookie","Lose"
"3052","BKN","TOR","Guard",2024,8,18,2,6,6,7,0,2,8,1,1,1,0,24,-8,"NoRookie","Lose"
"3053","BKN","TOR","Not Started",1041,4,8,2,4,0,0,1,3,1,2,1,0,1,10,-9,"NoRookie","Lose"
"3054","BKN","TOR","Not Started",1043,3,6,1,3,0,0,0,1,0,0,0,2,0,7,-6,"NoRookie","Lose"
"3055","BKN","TOR","Not Started",1218,3,9,0,0,1,2,6,7,2,0,1,1,3,7,-3,"NoRookie","Lose"
"3056","BKN","TOR","Not Started",151,0,1,0,0,0,0,1,1,0,0,0,0,0,0,7,"NoRookie","Lose"
"3057","TOR","BKN","Forward",1278,2,7,1,3,0,0,0,1,1,0,0,2,3,5,10,"NoRookie","Win"
"3058","TOR","BKN","Forward",2073,10,26,3,5,7,10,1,9,5,3,3,2,4,30,2,"NoRookie","Win"
"3059","TOR","BKN","Center",2034,6,11,3,5,2,2,1,14,2,1,2,0,4,17,6,"NoRookie","Win"
"3060","TOR","BKN","Guard",1964,10,15,5,7,0,1,1,3,1,0,2,1,6,25,18,"NoRookie","Win"
"3061","TOR","BKN","Guard",2334,5,14,2,8,5,6,0,4,6,3,0,2,2,17,7,"NoRookie","Win"
"3062","TOR","BKN","Not Started",1720,1,7,0,5,0,0,1,1,3,0,0,1,0,2,11,"NoRookie","Win"
"3063","TOR","BKN","Not Started",1247,4,7,0,1,4,4,5,7,1,2,2,1,3,12,3,"NoRookie","Win"
"3064","TOR","BKN","Not Started",422,0,4,0,2,2,2,0,2,1,0,0,0,0,2,-4,"NoRookie","Win"
"3065","TOR","BKN","Not Started",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,"NoRookie","Win"
"3066","BKN","TOR","Not Started",1077,0,3,0,1,1,2,1,6,3,0,1,2,3,1,2,"Rookie","Lose"
"3067","BKN","TOR","Not Started",631,1,5,0,3,1,1,0,3,1,0,1,4,0,3,5,"Rookie","Lose"
"3068","BKN","TOR","Not Started",151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,"Rookie","Lose"
"3069","TOR","BKN","Not Started",802,0,6,0,3,0,0,1,0,1,1,0,1,0,0,3,"Rookie","Win"
"3070","TOR","BKN","Not Started",331,0,1,0,1,0,0,0,0,0,0,1,0,0,0,-10,"Rookie","Win"
"3071","TOR","BKN","Not Started",65,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2,"Rookie","Win"
"3072","TOR","BKN","Not Started",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,"Rookie","Win"
"3073","SAS","PHX","Forward",2039,7,15,0,1,4,7,2,4,3,0,1,3,5,18,-6,"NoRookie","Win"
"3074","SAS","PHX","Forward",1006,2,4,0,2,0,0,0,7,2,0,1,1,0,4,-7,"NoRookie","Win"
"3075","SAS","PHX","Center",2228,7,18,1,3,3,5,2,5,1,1,3,0,2,18,-9,"NoRookie","Win"
"3076","SAS","PHX","Guard",947,0,8,0,5,0,0,1,2,2,0,0,0,1,0,-8,"NoRookie","Win"
"3077","SAS","PHX","Guard",1838,8,12,0,0,2,4,0,7,5,2,1,1,4,18,-9,"NoRookie","Win"
"3078","SAS","PHX","Not Started",1916,10,23,6,14,0,0,1,4,1,2,0,2,0,26,4,"NoRookie","Win"
"3079","SAS","PHX","Not Started",1307,1,4,0,1,0,0,0,1,3,1,0,1,3,2,9,"NoRookie","Win"
"3080","SAS","PHX","Not Started",1894,2,10,0,3,6,7,0,10,3,0,2,3,3,10,12,"NoRookie","Win"
"3081","SAS","PHX","Not Started",952,1,2,0,0,3,4,4,7,2,0,1,0,0,5,11,"NoRookie","Win"
"3082","SAS","PHX","Not Started",495,1,2,0,0,2,2,0,2,0,0,0,0,0,4,12,"NoRookie","Win"
"3084","PHX","SAS","Forward",2447,5,15,2,7,5,5,0,8,0,1,0,0,4,17,9,"NoRookie","Lose"
"3085","PHX","SAS","Forward",2278,8,17,1,6,2,2,1,16,4,0,0,2,4,19,3,"NoRookie","Lose"
"3086","PHX","SAS","Center",1934,10,19,2,8,0,3,1,6,4,0,1,1,1,22,11,"NoRookie","Lose"
"3087","PHX","SAS","Guard",2241,10,20,2,5,3,4,0,3,13,1,1,2,2,25,8,"NoRookie","Lose"
"3088","PHX","SAS","Not Started",1244,6,11,1,4,0,0,3,5,0,0,2,3,5,13,-13,"NoRookie","Lose"
"3089","PHX","SAS","Not Started",939,0,5,0,3,2,2,0,1,1,1,1,0,2,2,-10,"NoRookie","Lose"
"3092","SAS","PHX","Not Started",1278,5,8,1,1,5,5,0,3,1,0,0,0,4,16,1,"Rookie","Win"
"3094","PHX","SAS","Guard",1917,1,3,0,1,3,4,1,9,4,2,0,1,3,5,-1,"Rookie","Lose"
"3095","PHX","SAS","Not Started",941,2,6,0,1,3,4,0,1,1,0,0,0,2,7,-10,"Rookie","Lose"
"3096","PHX","SAS","Not Started",1959,3,7,2,5,1,2,0,4,2,0,0,1,1,9,-7,"Rookie","Lose"
"3099","GSW","UTA","Forward",1894,5,10,0,2,0,0,3,5,1,1,0,1,2,10,-24,"NoRookie","Lose"
"3100","GSW","UTA","Forward",1102,1,3,0,1,0,0,1,3,0,1,0,2,3,2,-6,"NoRookie","Lose"
"3101","GSW","UTA","Center",1404,0,4,0,0,0,0,2,3,1,2,3,1,5,0,-11,"NoRookie","Lose"
"3102","GSW","UTA","Guard",1772,10,16,2,4,2,2,2,3,3,0,0,1,4,24,-24,"NoRookie","Lose"
"3103","GSW","UTA","Guard",1821,8,20,2,12,0,0,0,3,4,3,0,4,5,18,-15,"NoRookie","Lose"
"3104","GSW","UTA","Not Started",1384,4,7,0,0,4,7,3,10,5,1,2,1,3,12,5,"NoRookie","Lose"
"3105","GSW","UTA","Not Started",1557,7,11,3,5,4,6,1,2,0,0,0,0,1,21,8,"NoRookie","Lose"
"3106","UTA","GSW","Forward",2225,8,18,8,13,8,10,0,4,1,0,0,4,0,32,23,"NoRookie","Win"
"3107","UTA","GSW","Forward",1968,6,11,2,4,0,0,2,2,4,1,0,0,1,14,24,"NoRookie","Win"
"3108","UTA","GSW","Center",2184,6,9,0,0,3,4,3,12,2,0,2,0,3,15,25,"NoRookie","Win"
"3109","UTA","GSW","Guard",2021,5,9,1,3,2,2,1,3,8,1,0,3,5,13,24,"NoRookie","Win"
"3110","UTA","GSW","Guard",2125,10,19,3,9,5,7,1,3,3,1,1,3,3,28,3,"NoRookie","Win"
"3111","UTA","GSW","Not Started",1150,0,2,0,0,4,6,0,2,3,0,0,1,1,4,-7,"NoRookie","Win"
"3112","UTA","GSW","Not Started",974,1,8,1,6,2,2,0,1,0,0,0,1,2,5,-18,"NoRookie","Win"
"3113","UTA","GSW","Not Started",696,0,0,0,0,0,0,0,6,0,1,0,1,4,0,-17,"NoRookie","Win"
"3114","UTA","GSW","Not Started",1059,1,3,1,3,0,0,0,3,1,1,0,0,1,3,-17,"NoRookie","Win"
"3116","GSW","UTA","Not Started",1249,1,3,0,1,0,0,2,3,0,0,0,2,0,2,4,"Rookie","Lose"
"3117","GSW","UTA","Not Started",574,1,3,1,3,1,3,0,0,3,0,0,0,1,4,13,"Rookie","Lose"
"3118","GSW","UTA","Not Started",1643,4,14,1,1,4,4,0,2,2,1,2,0,2,13,10,"Rookie","Lose"
"3123","NYK","SAC","Forward",1785,4,12,1,4,1,1,2,3,5,0,0,1,5,10,-4,"NoRookie","Win"
"3124","NYK","SAC","Forward",1838,10,17,3,8,3,5,1,8,4,0,0,2,2,26,-7,"NoRookie","Win"
"3125","NYK","SAC","Center",1364,2,5,0,0,0,0,2,5,2,1,2,1,4,4,-2,"NoRookie","Win"
"3126","NYK","SAC","Guard",1265,1,5,0,3,0,0,0,1,0,2,0,0,2,2,-22,"NoRookie","Win"
"3127","NYK","SAC","Not Started",1624,7,13,1,1,1,2,2,2,4,1,0,0,0,16,19,"NoRookie","Win"
"3128","NYK","SAC","Not Started",990,4,6,3,5,0,0,0,3,3,1,0,0,0,11,17,"NoRookie","Win"
"3129","NYK","SAC","Not Started",1042,4,9,1,2,0,0,1,3,3,0,0,2,1,9,9,"NoRookie","Win"
"3131","SAC","NYK","Forward",2244,7,14,3,6,1,2,0,5,2,0,0,1,3,18,-8,"NoRookie","Lose"
"3132","SAC","NYK","Forward",1600,3,9,3,6,3,4,1,1,7,0,1,0,1,12,13,"NoRookie","Lose"
"3133","SAC","NYK","Center",1597,1,3,0,0,2,2,0,5,0,0,0,1,4,4,6,"NoRookie","Lose"
"3134","SAC","NYK","Guard",2182,14,23,6,13,0,0,4,8,3,0,0,3,3,34,14,"NoRookie","Lose"
"3135","SAC","NYK","Guard",1721,3,6,1,3,0,0,0,5,2,0,0,2,2,7,4,"NoRookie","Lose"
"3136","SAC","NYK","Not Started",1720,5,10,4,5,0,0,0,1,1,0,0,3,1,14,-11,"NoRookie","Lose"
"3137","SAC","NYK","Not Started",1432,0,5,0,3,0,0,0,3,2,0,0,1,1,0,-8,"NoRookie","Lose"
"3138","SAC","NYK","Not Started",621,1,3,0,2,0,0,0,1,2,0,0,0,0,2,-12,"NoRookie","Lose"
"3142","NYK","SAC","Guard",1882,4,14,0,5,0,0,1,3,2,0,0,0,0,8,-11,"Rookie","Win"
"3143","NYK","SAC","Not Started",1515,7,9,0,0,0,0,5,4,0,1,0,0,2,14,5,"Rookie","Win"
"3144","NYK","SAC","Not Started",1095,1,5,0,2,1,2,0,2,1,1,1,2,2,3,6,"Rookie","Win"
"3146","SAC","NYK","Not Started",1283,5,10,0,1,0,0,3,4,0,0,2,2,3,10,-8,"Rookie","Lose"
"3148","LAC","MIN","Forward",2231,10,24,3,3,19,19,2,9,2,0,0,8,3,42,16,"NoRookie","Win"
"3149","LAC","MIN","Forward",1807,2,3,1,2,0,0,2,4,0,2,0,1,5,5,23,"NoRookie","Win"
"3150","LAC","MIN","Center",988,2,2,0,0,1,2,0,7,0,0,1,0,2,5,23,"NoRookie","Win"
"3151","LAC","MIN","Guard",2349,17,31,6,15,6,7,0,5,7,2,0,6,5,46,1,"NoRookie","Win"
"3152","LAC","MIN","Not Started",1892,7,13,0,0,4,5,3,1,0,0,0,3,5,18,-16,"NoRookie","Win"
"3153","LAC","MIN","Not Started",900,0,3,0,2,0,0,1,2,0,0,0,0,4,0,-15,"NoRookie","Win"
"3154","LAC","MIN","Not Started",1148,0,2,0,2,2,2,0,6,1,0,0,1,0,2,-10,"NoRookie","Win"
"3157","MIN","LAC","Forward",1972,4,11,2,8,0,0,0,5,0,3,1,2,4,10,-8,"NoRookie","Lose"
"3158","MIN","LAC","Center",2116,12,22,5,10,10,13,4,8,3,2,0,5,4,39,4,"NoRookie","Lose"
"3159","MIN","LAC","Guard",2360,12,20,2,7,8,8,1,2,2,1,0,4,4,34,-9,"NoRookie","Lose"
"3160","MIN","LAC","Not Started",1954,6,9,0,2,10,11,1,3,5,0,1,1,2,22,13,"NoRookie","Lose"
"3161","MIN","LAC","Not Started",173,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-2,"NoRookie","Lose"
"3162","MIN","LAC","Not Started",867,0,3,0,3,0,0,0,1,3,1,0,2,3,0,-1,"NoRookie","Lose"
"3163","MIN","LAC","Not Started",699,2,5,1,2,0,0,0,5,0,1,1,0,2,5,-10,"NoRookie","Lose"
"3164","MIN","LAC","Not Started",661,0,1,0,0,1,2,0,3,2,1,0,0,1,1,13,"NoRookie","Lose"
"3166","LAC","MIN","Guard",1059,0,0,0,0,0,0,0,2,3,0,1,0,3,0,11,"Rookie","Win"
"3167","LAC","MIN","Not Started",1821,1,1,1,1,3,4,0,1,3,1,0,0,2,6,-4,"Rookie","Win"
"3168","LAC","MIN","Not Started",205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,"Rookie","Win"
"3170","MIN","LAC","Forward",1054,0,5,0,3,0,0,1,1,0,0,0,0,2,0,-18,"Rookie","Lose"
